time_s,gt_x,gt_y,gt_yaw,est_x,est_y,est_yaw,pos_err_m,ang_err_deg
0.400000,-1.999996,-0.500000,0.000000,-1.999997,-0.500000,0.000000,0.000001,0.000000
7.600000,-1.902876,-0.271549,1.276816,-1.884228,-0.305933,1.273733,0.039115,0.176662
8.800000,-1.877521,-0.016835,1.604318,-1.848362,-0.048500,1.606947,0.043046,0.150584
10.100000,-1.882385,0.253539,1.533331,-1.854474,0.215686,1.541886,0.047030,0.490173
11.300000,-1.846694,0.513346,1.363184,-1.830731,0.477287,1.369579,0.039435,0.366390
12.400000,-1.784824,0.766884,1.325364,-1.769255,0.734090,1.328855,0.036302,0.200011
13.700000,-1.719382,1.028091,1.325377,-1.715990,0.980398,1.332356,0.047813,0.399920
14.900000,-1.646734,1.281050,1.204190,-1.645759,1.234958,1.219833,0.046103,0.896244
16.000000,-1.503015,1.496763,0.747041,-1.514071,1.465862,0.758529,0.032819,0.658239
17.300000,-1.267728,1.625703,0.259376,-1.296231,1.605819,0.285554,0.034754,1.499847
18.500000,-1.008253,1.652352,0.002485,-1.034570,1.647974,0.012902,0.026679,0.596848
19.600000,-0.746440,1.650278,-0.008386,-0.770544,1.657825,-0.001407,0.025258,0.399902
20.800000,-0.484268,1.649076,0.021796,-0.506605,1.648342,0.023684,0.022349,0.108216
22.100000,-0.216559,1.663447,0.059639,-0.253116,1.663237,0.066619,0.036558,0.399915
23.300000,0.046312,1.679148,0.059633,0.010298,1.680817,0.066613,0.036053,0.399931
24.400000,0.306680,1.688658,-0.014340,0.264093,1.692649,0.001322,0.042773,0.897399
25.700000,0.576504,1.679579,-0.035584,0.538083,1.697552,-0.021625,0.042417,0.799814
26.900000,0.837717,1.669767,-0.056881,0.802045,1.681465,-0.046698,0.037541,0.583432
28.100000,1.096772,1.625984,-0.329299,1.062568,1.651076,-0.313910,0.042421,0.881705
29.200000,1.323930,1.499934,-0.684568,1.294406,1.546346,-0.666993,0.055007,1.006993
30.500000,1.497970,1.294098,-1.053457,1.478740,1.369085,-1.023708,0.077414,1.704542
31.600000,1.596955,1.052949,-1.257436,1.594713,1.117364,-1.244375,0.064454,0.748389
32.800000,1.662674,0.799684,-1.376336,1.674236,0.862609,-1.371346,0.063979,0.285902
34.100000,1.698505,0.532290,-1.498942,1.710936,0.611325,-1.484271,0.080006,0.840543
35.300000,1.708505,0.271350,-1.510665,1.724027,0.347429,-1.496060,0.077646,0.836815
36.400000,1.726008,0.008790,-1.546831,1.746346,0.094357,-1.523484,0.087951,1.337690
37.700000,1.717219,-0.261277,-1.635676,1.753961,-0.169685,-1.611060,0.098687,1.410343
38.900000,1.700362,-0.520991,-1.635583,1.733303,-0.433470,-1.614643,0.093515,1.199761
40.100000,1.683334,-0.783339,-1.635578,1.721723,-0.697216,-1.621618,0.094292,0.799847
41.200000,1.653664,-1.041892,-1.802943,1.705942,-0.959948,-1.781506,0.097200,1.228251
42.500000,1.544412,-1.288786,-2.172409,1.625704,-1.203378,-2.138268,0.117911,1.956153
43.600000,1.362895,-1.473474,-2.507398,1.457012,-1.396741,-2.477766,0.121433,1.697823
44.800000,1.139629,-1.613693,-2.641720,1.237258,-1.553195,-2.615090,0.114854,1.525784
46.100000,0.895378,-1.728260,-2.764318,1.001406,-1.681968,-2.738578,0.115693,1.474793
47.300000,0.648539,-1.809591,-2.882426,0.752725,-1.770796,-2.858586,0.111175,1.365940
48.400000,0.391219,-1.861642,-3.001736,0.505199,-1.829217,-2.971616,0.118502,1.725763
49.600000,0.130136,-1.884468,-3.080629,0.242929,-1.859886,-3.056195,0.115440,1.399992
50.900000,-0.139350,-1.890292,3.104442,-0.020817,-1.882622,3.132673,0.118781,1.617494
52.000000,-0.399965,-1.872919,3.069899,-0.274652,-1.871794,3.094329,0.125318,1.399723
53.200000,-0.662409,-1.854061,3.069906,-0.538137,-1.859321,3.097826,0.124383,1.599694
54.500000,-0.929437,-1.817237,2.862568,-0.810863,-1.842251,2.901155,0.121183,2.210849
55.700000,-1.174740,-1.703731,2.579135,-1.113922,-1.710976,2.591855,0.061248,0.728793
56.800000,-1.370871,-1.546183,2.350326,-1.330780,-1.557223,2.348353,0.041583,0.113011
58.100000,-1.534899,-1.333991,2.114659,-1.492095,-1.358464,2.120771,0.049306,0.350202
59.300000,-1.657582,-1.101141,1.995877,-1.616282,-1.125415,2.000384,0.047906,0.258253
60.400000,-1.759785,-0.860511,1.952147,-1.720001,-0.882560,1.958567,0.045486,0.367811
