time_s,gt_x,gt_y,gt_yaw,est_x,est_y,est_yaw,pos_err_m,ang_err_deg
10.400000,-1.486530,-0.500001,0.000005,-1.495110,-0.500001,0.000005,0.008580,0.000000
11.600000,-1.224510,-0.500002,0.000005,-1.231110,-0.500002,0.000005,0.006600,0.000000
12.800000,-0.963370,-0.500002,0.000005,-0.967110,-0.500002,0.006985,0.003740,0.399925
14.000000,-0.699810,-0.500002,0.000005,-0.703116,-0.498159,0.006985,0.003785,0.399925
15.200000,-0.430530,-0.500002,0.000005,-0.439123,-0.496316,0.000005,0.009350,0.000000
