time_s,pos_err_m,ang_err_deg
3.200000,0.000028,0.000018
3.200000,0.000027,0.000017
3.200000,0.000025,0.000016
3.200000,0.000024,0.000015
3.300000,0.000023,0.000015
3.300000,0.000021,0.000013
3.300000,0.000020,0.000012
3.300000,0.000018,0.000011
3.300000,0.000016,0.000010
3.300000,0.000014,0.000009
3.300000,0.000013,0.000008
3.400000,0.000012,0.000008
3.400000,0.000010,0.000006
3.400000,0.000010,0.000006
3.400000,0.000008,0.000005
3.400000,0.000007,0.000004
3.400000,0.000004,0.000003
3.400000,0.000003,0.000003
3.500000,0.000003,0.000003
3.500000,0.000000,0.000001
3.500000,0.000000,0.000001
3.500000,0.000001,0.000000
3.500000,0.000004,0.000002
3.500000,0.000004,0.000002
3.500000,0.000004,0.000002
3.500000,0.000004,0.000002
3.600000,0.000008,0.000004
3.600000,0.000007,0.000004
3.600000,0.000007,0.000004
3.600000,0.000011,0.000006
3.600000,0.000010,0.000006
3.600000,0.000010,0.000006
3.600000,0.000009,0.000005
3.600000,0.000010,0.000006
3.700000,0.000009,0.000005
3.700000,0.000011,0.000006
3.700000,0.000013,0.000007
3.700000,0.000012,0.000007
3.700000,0.000011,0.000006
3.700000,0.000011,0.000007
3.700000,0.000010,0.000006
3.700000,0.000009,0.000005
3.800000,0.000008,0.000005
3.800000,0.000007,0.000004
3.800000,0.000007,0.000004
3.800000,0.000006,0.000003
3.800000,0.000005,0.000003
3.800000,0.000004,0.000002
3.800000,0.000003,0.000002
3.800000,0.000003,0.000002
3.900000,0.000000,0.000000
3.900000,0.000000,0.000000
3.900000,0.000001,0.000000
3.900000,0.000000,0.000000
3.900000,0.000001,0.000001
3.900000,0.000001,0.000001
4.000000,0.000000,0.000000
4.000000,0.000003,0.000002
4.000000,0.000002,0.000001
4.000000,0.000001,0.000001
4.000000,0.000004,0.000002
4.000000,0.000003,0.000002
4.000000,0.000002,0.000001
4.000000,0.000004,0.000003
4.100000,0.000003,0.000002
4.100000,0.000002,0.000002
4.100000,0.000001,0.000001
4.100000,0.000003,0.000002
4.100000,0.000002,0.000002
4.100000,0.000002,0.000002
4.200000,0.000003,0.000002
4.200000,0.000003,0.000002
4.200000,0.000003,0.000002
4.200000,0.000003,0.000003
4.200000,0.000003,0.000003
4.200000,0.000003,0.000003
4.200000,0.000005,0.000003
4.200000,0.000006,0.000003
4.300000,0.000006,0.000003
4.300000,0.000007,0.000004
4.300000,0.000007,0.000005
4.300000,0.000008,0.000005
4.300000,0.000009,0.000005
4.300000,0.000009,0.000006
4.300000,0.000010,0.000006
4.400000,0.000010,0.000006
4.400000,0.000011,0.000007
4.400000,0.000012,0.000007
4.400000,0.000012,0.000007
4.400000,0.000012,0.000007
4.400000,0.000012,0.000007
4.400000,0.000012,0.000007
4.500000,0.000012,0.000007
4.500000,0.000013,0.000008
4.500000,0.000013,0.000008
4.500000,0.000013,0.000008
4.500000,0.000011,0.000007
4.500000,0.000011,0.000007
4.500000,0.000009,0.000005
4.500000,0.000008,0.000005
4.600000,0.000008,0.000005
4.600000,0.000005,0.000003
4.600000,0.000005,0.000003
4.600000,0.000004,0.000003
4.600000,0.000001,0.000001
4.600000,0.000000,0.000001
4.600000,0.000000,0.000000
4.600000,0.000001,0.000000
4.700000,0.000004,0.000002
4.700000,0.000005,0.000002
4.700000,0.000005,0.000003
4.700000,0.000007,0.000004
4.700000,0.000008,0.000004
4.700000,0.000008,0.000004
4.700000,0.000009,0.000004
4.800000,0.000010,0.000005
4.800000,0.000010,0.000005
4.800000,0.000010,0.000005
4.800000,0.000010,0.000005
4.800000,0.000010,0.000005
4.800000,0.000010,0.000005
4.800000,0.000009,0.000004
4.900000,0.000008,0.000004
4.900000,0.000008,0.000004
4.900000,0.000007,0.000003
4.900000,0.000005,0.000002
4.900000,0.000005,0.000002
4.900000,0.000005,0.000002
4.900000,0.000004,0.000002
5.000000,0.000002,0.000000
5.000000,0.000001,0.000000
5.000000,0.000001,0.000000
5.000000,0.000001,0.000002
5.000000,0.000002,0.000002
5.000000,0.000002,0.000002
5.000000,0.000004,0.000004
5.000000,0.000004,0.000004
5.100000,0.000006,0.000005
5.100000,0.000006,0.000005
5.100000,0.000006,0.000005
5.100000,0.000007,0.000006
5.100000,0.000007,0.000005
5.100000,0.000008,0.000006
5.100000,0.000008,0.000006
5.200000,0.000007,0.000005
5.200000,0.000007,0.000005
5.200000,0.000007,0.000005
5.200000,0.000006,0.000005
5.200000,0.000006,0.000004
5.200000,0.000006,0.000004
5.200000,0.000004,0.000004
5.200000,0.000004,0.000004
5.300000,0.000002,0.000003
5.300000,0.000002,0.000002
5.300000,0.000000,0.000001
5.300000,0.000000,0.000001
5.300000,0.000000,0.000001
5.300000,0.000002,0.000000
5.300000,0.000002,0.000000
5.400000,0.000004,0.000001
5.400000,0.000004,0.000001
5.400000,0.000004,0.000001
5.400000,0.000004,0.000001
5.400000,0.000004,0.000000
5.400000,0.000006,0.000002
5.400000,0.000005,0.000001
5.500000,0.000005,0.000001
5.500000,0.000005,0.000001
5.500000,0.000005,0.000001
5.500000,0.000005,0.000001
5.500000,0.000004,0.000001
5.500000,0.000004,0.000000
5.500000,0.000003,0.000000
5.500000,0.000003,0.000000
5.600000,0.000003,0.000000
5.600000,0.000001,0.000001
5.600000,0.000001,0.000001
5.600000,0.000000,0.000002
5.600000,0.000000,0.000002
5.600000,0.000000,0.000002
5.600000,0.000001,0.000002
5.700000,0.000001,0.000002
5.700000,0.000004,0.000004
5.700000,0.000004,0.000004
5.700000,0.000004,0.000004
5.700000,0.000003,0.000004
5.700000,0.000003,0.000004
5.700000,0.000003,0.000004
5.700000,0.000003,0.000004
5.800000,0.000003,0.000003
5.800000,0.000004,0.000004
5.800000,0.000003,0.000004
5.800000,0.000003,0.000004
5.800000,0.000003,0.000003
5.800000,0.000002,0.000003
5.800000,0.000002,0.000003
5.900000,0.000002,0.000003
5.900000,0.000002,0.000003
5.900000,0.000001,0.000003
5.900000,0.000001,0.000003
5.900000,0.000001,0.000003
5.900000,0.000001,0.000003
5.900000,0.000001,0.000003
6.000000,0.000001,0.000003
6.000000,0.000001,0.000003
6.000000,0.000003,0.000000
6.000000,0.000003,0.000000
6.000000,0.000003,0.000000
6.000000,0.000003,0.000000
6.000000,0.000003,0.000001
6.100000,0.000003,0.000000
6.100000,0.000003,0.000001
6.100000,0.000002,0.000001
6.100000,0.000002,0.000001
6.100000,0.000002,0.000001
6.100000,0.000002,0.000001
6.100000,0.000002,0.000001
6.200000,0.000000,0.000002
6.200000,0.000000,0.000002
6.200000,0.000000,0.000002
6.200000,0.000000,0.000002
6.200000,0.000000,0.000002
6.200000,0.000000,0.000002
6.200000,0.000000,0.000002
6.300000,0.000002,0.000003
6.300000,0.000002,0.000003
6.300000,0.000002,0.000003
6.300000,0.000003,0.000004
6.300000,0.000003,0.000004
6.300000,0.000002,0.000003
6.300000,0.000002,0.000003
6.300000,0.000002,0.000003
6.400000,0.000002,0.000003
6.400000,0.000002,0.000003
6.400000,0.000002,0.000003
6.400000,0.000001,0.000003
6.400000,0.000001,0.000003
6.400000,0.000001,0.000002
6.400000,0.000001,0.000002
6.500000,0.000000,0.000002
6.500000,0.000000,0.000002
6.500000,0.000000,0.000002
6.500000,0.000001,0.000001
6.500000,0.000001,0.000001
6.500000,0.000002,0.000001
6.500000,0.000002,0.000001
6.500000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.600000,0.000002,0.000001
6.700000,0.000001,0.000001
6.700000,0.000001,0.000002
6.700000,0.000001,0.000002
6.700000,0.000001,0.000002
6.700000,0.000000,0.000002
6.700000,0.000000,0.000002
6.700000,0.000000,0.000002
6.800000,0.000000,0.000002
6.800000,0.000000,0.000002
6.800000,0.000000,0.000002
6.800000,0.000002,0.000003
6.800000,0.000002,0.000003
6.800000,0.000002,0.000003
6.800000,0.000002,0.000003
6.900000,0.000002,0.000003
6.900000,0.000002,0.000003
6.900000,0.000002,0.000003
6.900000,0.000002,0.000003
6.900000,0.000002,0.000003
6.900000,0.000001,0.000003
7.000000,0.000001,0.000003
7.000000,0.000001,0.000003
7.000000,0.000001,0.000002
7.000000,0.000001,0.000002
7.000000,0.000000,0.000002
7.000000,0.000000,0.000002
7.000000,0.000000,0.000002
7.000000,0.000000,0.000002
7.100000,0.000000,0.000002
7.100000,0.000001,0.000001
7.100000,0.000001,0.000001
7.100000,0.000001,0.000001
7.100000,0.000001,0.000002
7.100000,0.000001,0.000002
7.100000,0.000001,0.000002
7.200000,0.000001,0.000002
7.200000,0.000001,0.000001
7.200000,0.000001,0.000001
7.200000,0.000001,0.000001
7.200000,0.000001,0.000002
7.200000,0.000001,0.000002
7.300000,0.000001,0.000002
7.300000,0.000001,0.000002
7.300000,0.000001,0.000002
7.300000,0.000001,0.000002
7.300000,0.000001,0.000002
7.300000,0.000000,0.000002
7.300000,0.000000,0.000002
7.300000,0.000001,0.000002
7.400000,0.000001,0.000002
7.400000,0.000001,0.000002
7.400000,0.000001,0.000002
7.400000,0.000001,0.000002
7.400000,0.000001,0.000002
7.400000,0.000001,0.000002
7.400000,0.000001,0.000003
7.500000,0.000001,0.000003
7.500000,0.000001,0.000003
7.500000,0.000001,0.000002
7.500000,0.000001,0.000002
7.500000,0.000001,0.000002
7.500000,0.000001,0.000002
7.500000,0.000001,0.000002
7.600000,0.000001,0.000002
7.600000,0.000001,0.000002
7.600000,0.000001,0.000002
7.600000,0.000001,0.000002
7.600000,0.000001,0.000002
7.600000,0.000001,0.000002
7.600000,0.000001,0.000002
7.700000,0.000001,0.000002
7.700000,0.000001,0.000002
7.700000,0.000001,0.000002
7.700000,0.000001,0.000002
7.700000,0.000001,0.000002
7.700000,0.000001,0.000002
7.700000,0.000001,0.000002
7.800000,0.000001,0.000002
7.800000,0.000001,0.000002
7.800000,0.000001,0.000002
7.800000,0.000001,0.000002
7.800000,0.000001,0.000002
7.800000,0.000000,0.000002
7.800000,0.000000,0.000002
7.800000,0.000000,0.000002
7.900000,0.000000,0.000002
7.900000,0.000050,0.000004
7.900000,0.000125,0.000010
7.900000,0.000205,0.000015
7.900000,0.000275,0.000016
7.900000,0.000345,0.000014
8.000000,0.000435,0.000010
8.000000,0.000500,0.000007
8.000000,0.000640,0.000010
8.000000,0.000800,0.000018
8.000000,0.000910,0.000022
8.000000,0.001020,0.000025
8.000000,0.001150,0.000024
8.000000,0.001260,0.000022
8.100000,0.001389,0.000018
8.100000,0.001489,0.000015
8.100000,0.001629,0.000013
8.100000,0.001779,0.000012
8.100000,0.001909,0.000466
8.100000,0.002049,0.012162
8.100000,0.002188,0.045755
8.200000,0.002316,0.095109
8.200000,0.002454,0.158146
8.200000,0.002612,0.227119
8.200000,0.002720,0.266138
8.200000,0.002859,0.304060
8.200000,0.002998,0.337462
8.200000,0.003117,0.378981
8.200000,0.003254,0.452029
8.300000,0.003382,0.541292
8.300000,0.003518,0.648882
8.300000,0.003645,0.746674
8.300000,0.003802,0.851516
8.300000,0.003920,0.916856
8.300000,0.004067,0.987771
8.300000,0.004195,1.047236
8.400000,0.004363,1.132666
8.400000,0.004481,1.201055
8.400000,0.004628,1.294193
8.400000,0.004765,1.384015
8.400000,0.004902,1.471620
8.400000,0.005069,1.571155
8.400000,0.005216,1.653222
8.500000,0.005334,1.717143
8.500000,0.005432,1.770729
8.500000,0.005559,1.842251
8.500000,0.005687,1.916501
8.500000,0.005805,1.987074
8.500000,0.005932,2.064561
8.500000,0.006050,2.135849
8.500000,0.006197,2.223404
8.600000,0.006344,2.308870
8.600000,0.006491,2.392959
8.600000,0.006638,2.479411
8.600000,0.006755,2.562091
8.600000,0.006881,2.671399
8.600000,0.007007,2.797935
8.600000,0.007142,2.942743
8.700000,0.007277,3.083764
8.700000,0.007384,3.186139
8.700000,0.007501,3.288030
8.700000,0.007627,3.392163
8.700000,0.007763,3.517004
8.700000,0.007869,3.633162
8.700000,0.007994,3.791149
8.700000,0.008089,3.923134
8.800000,0.008223,4.111765
8.800000,0.008357,4.292450
8.800000,0.008482,4.446548
8.800000,0.008636,4.619434
8.800000,0.008771,4.763447
8.800000,0.008965,4.931300
8.800000,0.009169,5.087131
8.900000,0.009388,5.263715
8.900000,0.009408,5.421248
8.900000,0.009612,5.590595
8.900000,0.009866,5.755775
8.900000,0.009950,5.904296
8.900000,0.010225,6.060300
8.900000,0.010420,6.170770
8.900000,0.010695,6.326367
9.000000,0.010949,6.473330
9.000000,0.010734,6.646210
9.000000,0.011047,6.833005
9.000000,0.011161,6.996457
9.000000,0.011455,7.169979
9.000000,0.011584,7.318646
9.000000,0.011540,7.454840
9.100000,0.011859,7.601978
9.100000,0.011888,7.772235
9.100000,0.012232,7.932187
9.100000,0.012660,8.104659
9.100000,0.012985,8.231538
9.100000,0.013369,8.381467
9.100000,0.013753,8.531010
9.200000,0.013495,8.493162
9.200000,0.013953,8.653090
9.200000,0.014067,8.691149
9.200000,0.014516,8.839583
9.200000,0.014999,8.999751
9.200000,0.015448,9.148797
9.200000,0.015863,9.286560
9.200000,0.016243,9.412882
9.300000,0.015957,9.175665
9.300000,0.016480,9.336195
9.300000,0.017113,9.519413
9.300000,0.017587,9.656720
9.300000,0.018141,9.816901
9.300000,0.018694,9.977165
9.300000,0.019287,10.149011
9.400000,0.018844,9.737820
9.400000,0.019358,9.886872
9.400000,0.019872,10.035901
9.400000,0.020347,10.173414
9.400000,0.020979,10.356689
9.400000,0.021414,10.482657
9.400000,0.021967,10.643098
9.400000,0.022481,10.799837
9.500000,0.022039,10.396004
9.500000,0.022631,10.622153
9.500000,0.022654,10.567058
9.500000,0.023284,10.822333
9.500000,0.023717,10.991661
9.500000,0.023899,10.981076
9.500000,0.024451,11.174585
9.600000,0.024963,11.359660
9.600000,0.025183,11.389840
9.600000,0.025655,11.601175
9.600000,0.026283,11.903465
9.600000,0.026793,12.152428
9.600000,0.026927,12.055812
9.600000,0.027158,12.032227
9.600000,0.027747,12.279535
9.700000,0.027892,12.166142
9.700000,0.028442,12.392100
9.700000,0.028992,12.625701
9.700000,0.029541,12.868414
9.700000,0.030090,13.117311
9.700000,0.030560,13.331732
9.700000,0.030874,13.473634
9.700000,0.031384,13.700799
9.800000,0.030919,12.752128
9.800000,0.031468,12.988094
9.800000,0.031978,13.206282
9.800000,0.032527,13.442845
9.800000,0.033076,13.682455
9.800000,0.033241,13.563190
9.800000,0.033353,13.432187
9.900000,0.033979,13.710300
9.900000,0.034488,13.934711
9.900000,0.033881,13.375336
9.900000,0.034429,13.614168
9.900000,0.034977,13.852907
9.900000,0.034784,13.680054
9.900000,0.035332,13.920472
10.000000,0.035919,14.179056
10.000000,0.035726,13.993474
10.000000,0.036196,14.200523
10.000000,0.036743,14.441577
10.000000,0.037251,14.664853
10.000000,0.037681,14.853469
10.000000,0.036657,14.277692
10.000000,0.037087,14.466269
10.100000,0.037712,14.740912
10.100000,0.038181,14.947209
10.100000,0.038650,15.153690
10.100000,0.037288,14.581148
10.100000,0.037874,14.839223
10.100000,0.038343,15.045514
10.100000,0.037890,14.895807
10.100000,0.037229,14.730905
10.200000,0.037776,14.971269
10.200000,0.038322,15.211724
10.200000,0.038908,15.469495
10.200000,0.038453,15.372214
10.200000,0.038872,15.578576
10.200000,0.038289,15.446125
10.200000,0.038836,15.686714
10.300000,0.038085,15.555074
10.300000,0.038592,15.778402
10.300000,0.039177,16.036103
10.300000,0.038349,15.870341
10.300000,0.038895,16.110939
10.300000,0.038028,15.927473
10.300000,0.038457,16.116539
10.400000,0.037668,15.967463
10.400000,0.038175,16.190869
10.400000,0.038682,16.414253
10.400000,0.039228,16.654804
10.400000,0.038833,16.614774
10.400000,0.038908,16.712188
10.400000,0.039376,16.918402
10.400000,0.039922,17.158998
10.500000,0.037769,16.404901
10.500000,0.038315,16.645494
10.500000,0.038822,16.868891
10.500000,0.039368,17.109464
10.500000,0.039875,17.332852
10.500000,0.040343,17.539057
10.500000,0.038193,16.753502
10.600000,0.038739,16.994083
10.600000,0.037960,16.601273
10.600000,0.038468,16.824672
10.600000,0.038975,17.048075
10.600000,0.039560,17.305844
10.600000,0.040105,17.546419
10.600000,0.040612,17.769809
10.700000,0.041196,18.027571
10.700000,0.037804,16.545257
10.700000,0.038351,16.785838
10.700000,0.038975,17.060795
10.700000,0.039443,17.267006
10.700000,0.039989,17.507588
10.700000,0.040495,17.730983
10.700000,0.040924,17.920009
10.800000,0.041478,18.160590
10.800000,0.042049,18.383999
10.800000,0.042663,18.624594
10.800000,0.043277,18.865187
10.800000,0.039202,17.033319
10.800000,0.039078,16.945725
10.800000,0.039616,17.134757
10.900000,0.039024,16.802881
10.900000,0.039611,17.009099
10.900000,0.040295,17.249689
10.900000,0.040980,17.490278
10.900000,0.041566,17.696500
10.900000,0.039601,16.773936
10.900000,0.040188,16.980151
10.900000,0.040970,17.255103
11.000000,0.041704,17.512870
11.000000,0.042452,17.753455
11.000000,0.043206,17.994047
11.000000,0.044067,18.269007
11.000000,0.044766,18.492411
11.000000,0.045469,18.715808
11.000000,0.046292,18.956391
11.100000,0.041824,16.858427
11.100000,0.042648,17.099000
11.100000,0.041972,16.702976
11.100000,0.043032,17.012295
11.100000,0.043738,17.218511
11.100000,0.044562,17.459098
11.100000,0.045386,17.699684
11.200000,0.043741,16.823887
11.200000,0.044600,17.064469
11.200000,0.045366,17.270689
11.200000,0.046195,17.494093
11.200000,0.046961,17.700312
11.200000,0.047727,17.906528
11.200000,0.048620,18.147113
11.200000,0.049385,18.353318
11.300000,0.046378,16.858081
11.300000,0.047110,17.047113
11.300000,0.048142,17.304893
11.300000,0.049174,17.562679
11.300000,0.050000,17.768904
11.300000,0.050962,18.009497
11.300000,0.051856,18.232898
11.400000,0.048787,16.703439
11.400000,0.049682,16.926838
11.400000,0.050508,17.133053
11.400000,0.050012,16.755064
11.400000,0.050838,16.961286
11.400000,0.051802,17.201879
11.400000,0.052628,17.408106
11.400000,0.053591,17.648701
11.500000,0.054486,17.872110
11.500000,0.052876,16.961310
11.500000,0.053977,17.236265
11.500000,0.054803,17.442486
11.500000,0.055766,17.683079
11.500000,0.054086,16.755166
11.500000,0.054912,16.961387
11.600000,0.055876,17.201977
11.600000,0.055586,16.875460
11.600000,0.056550,17.116050
11.600000,0.057444,17.339459
11.600000,0.058270,17.545686
11.600000,0.059164,17.769097
11.600000,0.060127,18.009687
11.600000,0.061021,18.233087
11.700000,0.058087,16.738057
11.700000,0.058949,16.994267
11.700000,0.059095,17.187262
11.700000,0.059223,17.216277
11.700000,0.059768,17.131443
11.700000,0.060471,16.970702
11.800000,0.061448,16.851745
11.800000,0.062516,16.861576
11.800000,0.059556,15.243702
11.800000,0.060907,15.495583
11.800000,0.062270,15.824843
11.800000,0.063748,16.168888
11.800000,0.065127,16.462211
11.900000,0.061853,14.973717
11.900000,0.063306,15.181084
11.900000,0.064680,15.359994
11.900000,0.066094,15.546266
11.900000,0.067289,15.719646
11.900000,0.068741,15.946037
11.900000,0.070330,16.208897
12.000000,0.071910,16.477475
12.000000,0.068064,14.949118
12.000000,0.069586,15.197832
12.000000,0.071266,15.432389
12.000000,0.072108,15.276048
12.000000,0.073449,15.346767
12.000000,0.075318,15.579488
12.000000,0.073193,14.653014
12.100000,0.074850,14.865988
12.100000,0.076790,15.116359
12.100000,0.078610,15.346675
12.100000,0.078479,14.988225
12.100000,0.080488,15.226425
12.100000,0.082849,15.495202
12.100000,0.085076,15.747628
12.200000,0.083034,14.817520
12.200000,0.085030,15.041722
12.200000,0.087166,15.285229
12.200000,0.088689,15.477034
12.200000,0.090767,15.737568
12.200000,0.088754,14.826855
12.200000,0.091282,15.081544
12.300000,0.091669,14.767841
12.300000,0.094444,15.039955
12.300000,0.097054,15.297651
12.300000,0.099373,15.522639
12.300000,0.101870,15.765565
12.300000,0.104410,16.008041
12.300000,0.102132,15.063525
12.400000,0.102941,14.770715
12.400000,0.105202,14.975850
12.400000,0.107651,15.198121
12.400000,0.109557,15.180250
12.400000,0.112263,15.421005
12.400000,0.113834,15.370169
12.400000,0.114476,15.044488
12.500000,0.117256,15.285606
12.500000,0.117362,14.907654
12.500000,0.120411,15.165143
12.500000,0.120548,14.803929
12.500000,0.123045,15.044616
12.500000,0.125996,15.319962
12.500000,0.126848,14.993151
12.600000,0.130030,15.249975
12.600000,0.130961,14.922402
12.600000,0.134014,15.162374
12.600000,0.136630,15.368523
12.600000,0.138720,15.368920
12.600000,0.140835,15.300909
12.600000,0.144322,15.576473
12.700000,0.146937,15.782857
12.700000,0.147541,15.190111
12.700000,0.150156,15.396098
12.700000,0.153858,15.687970
12.700000,0.155420,16.223907
12.700000,0.158032,16.430263
12.700000,0.158892,16.674702
12.800000,0.161939,16.915671
12.800000,0.164769,17.139377
12.800000,0.164783,16.777113
12.800000,0.168265,17.052182
12.800000,0.169897,17.040705
12.800000,0.170813,16.775926
12.800000,0.170573,16.509016
12.900000,0.173402,16.732565
12.900000,0.176666,16.990633
12.900000,0.175605,16.684223
12.900000,0.178216,16.890632
12.900000,0.180391,17.062630
12.900000,0.179600,16.668158
12.900000,0.181993,16.857265
12.900000,0.184821,17.080709
13.000000,0.184411,16.725091
13.000000,0.187239,16.948522
13.000000,0.185503,16.604595
13.000000,0.188330,16.828028
13.000000,0.190577,16.967431
13.000000,0.193621,17.208039
13.000000,0.193385,17.010799
13.100000,0.191965,16.663010
13.100000,0.195009,16.903606
13.100000,0.198704,17.195727
13.100000,0.201963,17.453503
13.100000,0.204787,17.679410
13.100000,0.197746,16.762245
13.100000,0.201004,17.063796
13.200000,0.203827,17.341387
13.200000,0.201461,17.037201
13.200000,0.203849,17.274221
13.200000,0.202417,17.010055
13.200000,0.205454,17.324544
13.200000,0.208272,17.626008
13.200000,0.211738,18.004609
13.200000,0.214553,18.312500
13.300000,0.205816,17.458750
13.300000,0.208632,17.757170
13.300000,0.211663,18.073519
13.300000,0.214476,18.365314
13.300000,0.217505,18.680727
13.300000,0.220099,18.953730
13.300000,0.223124,19.275630
13.400000,0.226363,19.623162
13.400000,0.228952,19.901481
13.400000,0.231972,20.224897
13.400000,0.210048,18.216989
13.400000,0.212489,18.479330
13.400000,0.215298,18.775266
13.400000,0.211405,18.485353
13.400000,0.214429,18.805120
13.500000,0.217668,19.149106
13.500000,0.220473,19.448056
13.500000,0.210164,18.555705
13.500000,0.213403,18.900470
13.500000,0.216209,19.198599
13.500000,0.212490,18.981776
13.500000,0.215510,19.301849
13.600000,0.210943,19.016564
13.600000,0.213964,19.337089
13.600000,0.216552,19.612155
13.600000,0.213286,19.428278
13.600000,0.214790,19.623258
13.600000,0.218023,19.967327
13.600000,0.213460,19.680145
13.700000,0.208249,19.325528
13.700000,0.210837,19.600342
13.700000,0.214501,19.989609
13.700000,0.210155,19.725920
13.700000,0.213172,20.046743
13.700000,0.216834,20.436474
13.700000,0.212275,20.149413
13.800000,0.215290,20.470366
13.800000,0.210733,20.183575
13.800000,0.213318,20.458526
13.800000,0.215901,20.733011
13.800000,0.214154,20.672000
13.800000,0.214146,20.705141
13.800000,0.209594,20.371019
13.800000,0.212397,20.610983
13.900000,0.208278,20.302876
13.900000,0.211082,20.543140
13.900000,0.213448,20.741453
13.900000,0.216460,20.985340
13.900000,0.211698,20.603940
13.900000,0.214714,20.838856
13.900000,0.217297,21.042297
13.900000,0.212538,20.665533
14.000000,0.215552,20.913067
14.000000,0.210795,20.543964
14.000000,0.213380,20.759736
14.000000,0.212077,20.666145
14.000000,0.214665,20.877652
14.000000,0.214666,20.879665
14.000000,0.210571,20.551241
14.100000,0.214028,20.821666
